cluster_id,cluster_pair_order,pair_id,family,validation_sample_id,validation_relative_path,validation_numeric_id,nearest_train_sample_id,nearest_train_relative_path,train_numeric_id,id_distance,pair_is_original_candidate_graph_edge,endpoints_in_same_reviewed_component,one_or_more_endpoint_in_reviewed_component,neither_endpoint_in_reviewed_component,validation_cdc_component_id,train_cdc_component_id,validation_reviewed_41_component_ids,train_reviewed_41_component_ids,exact_decoded_rgb_match,resized_rgb_mae,resized_rgb_absdiff_p95,diagnostic_rule,capture_order_claim,selection_basis
fpc_0045,1,fp_0144,nframe,nframe_03490,data/images/nframe_03490.npy,3490,nframe_03489,data/images/nframe_03489.npy,3489,1,no,no,yes,no,cdc_0813,cdc_0797,NA,tvcc_0027,no,4.513525,19.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0045,2,fp_0191,nframe,nframe_03491,data/images/nframe_03491.npy,3491,nframe_03489,data/images/nframe_03489.npy,3489,2,no,no,yes,no,cdc_0813,cdc_0797,NA,tvcc_0027,no,4.513525,19.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0045,3,fp_0217,nframe,nframe_03492,data/images/nframe_03492.npy,3492,nframe_03489,data/images/nframe_03489.npy,3489,3,no,no,yes,no,cdc_0803,cdc_0797,NA,tvcc_0027,no,6.365503,27.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0045,4,fp_0235,nframe,nframe_03493,data/images/nframe_03493.npy,3493,nframe_03489,data/images/nframe_03489.npy,3489,4,no,no,yes,no,cdc_0803,cdc_0797,NA,tvcc_0027,no,6.617778,28.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0045,5,fp_0252,nframe,nframe_03494,data/images/nframe_03494.npy,3494,nframe_03489,data/images/nframe_03489.npy,3489,5,no,no,yes,no,cdc_0803,cdc_0797,NA,tvcc_0027,no,6.097552,26.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0045,6,fp_0266,nframe,nframe_03495,data/images/nframe_03495.npy,3495,nframe_03489,data/images/nframe_03489.npy,3489,6,no,no,yes,no,cdc_0803,cdc_0797,NA,tvcc_0027,no,5.916406,25.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0045,7,fp_0277,nframe,nframe_03496,data/images/nframe_03496.npy,3496,nframe_03489,data/images/nframe_03489.npy,3489,7,no,no,yes,no,cdc_0803,cdc_0797,NA,tvcc_0027,no,6.744549,28.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0045,8,fp_0286,nframe,nframe_03497,data/images/nframe_03497.npy,3497,nframe_03489,data/images/nframe_03489.npy,3489,8,no,no,yes,no,cdc_0803,cdc_0797,tvcc_0024,tvcc_0027,no,7.800364,31.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0045,9,fp_0293,nframe,nframe_03498,data/images/nframe_03498.npy,3498,nframe_03489,data/images/nframe_03489.npy,3489,9,no,no,yes,no,cdc_0803,cdc_0797,tvcc_0024,tvcc_0027,no,7.266580,29.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0045,10,fp_0300,nframe,nframe_03499,data/images/nframe_03499.npy,3499,nframe_03489,data/images/nframe_03489.npy,3489,10,no,no,yes,no,cdc_0803,cdc_0797,NA,tvcc_0027,no,6.664392,28.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
