cluster_id,cluster_pair_order,pair_id,family,validation_sample_id,validation_relative_path,validation_numeric_id,nearest_train_sample_id,nearest_train_relative_path,train_numeric_id,id_distance,pair_is_original_candidate_graph_edge,endpoints_in_same_reviewed_component,one_or_more_endpoint_in_reviewed_component,neither_endpoint_in_reviewed_component,validation_cdc_component_id,train_cdc_component_id,validation_reviewed_41_component_ids,train_reviewed_41_component_ids,exact_decoded_rgb_match,resized_rgb_mae,resized_rgb_absdiff_p95,diagnostic_rule,capture_order_claim,selection_basis
fpc_0058,1,fp_0157,nframe,nframe_07355,data/images/nframe_07355.npy,7355,nframe_07356,data/images/nframe_07356.npy,7356,1,no,no,yes,no,cdc_1039,cdc_0708,tvcc_0030,tvcc_0020,no,1.067396,5.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0058,2,fp_0195,nframe,nframe_07354,data/images/nframe_07354.npy,7354,nframe_07356,data/images/nframe_07356.npy,7356,2,no,no,yes,no,cdc_1039,cdc_0708,NA,tvcc_0020,no,1.608316,8.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0058,3,fp_0221,nframe,nframe_07353,data/images/nframe_07353.npy,7353,nframe_07356,data/images/nframe_07356.npy,7356,3,no,no,yes,no,cdc_1143,cdc_0708,NA,tvcc_0020,no,2.176823,13.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0058,4,fp_0239,nframe,nframe_07352,data/images/nframe_07352.npy,7352,nframe_07356,data/images/nframe_07356.npy,7356,4,no,no,yes,no,cdc_1143,cdc_0708,tvcc_0035,tvcc_0020,no,2.683507,17.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0058,5,fp_0256,nframe,nframe_07351,data/images/nframe_07351.npy,7351,nframe_07356,data/images/nframe_07356.npy,7356,5,no,no,yes,no,NA,cdc_0708,NA,tvcc_0020,no,3.598056,26.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0058,6,fp_0269,nframe,nframe_07350,data/images/nframe_07350.npy,7350,nframe_07356,data/images/nframe_07356.npy,7356,6,no,no,yes,no,cdc_1142,cdc_0708,NA,tvcc_0020,no,3.758785,27.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0058,7,fp_0280,nframe,nframe_07349,data/images/nframe_07349.npy,7349,nframe_07356,data/images/nframe_07356.npy,7356,7,no,no,yes,no,cdc_1142,cdc_0708,NA,tvcc_0020,no,3.847951,27.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0058,8,fp_0288,nframe,nframe_07348,data/images/nframe_07348.npy,7348,nframe_07356,data/images/nframe_07356.npy,7356,8,no,no,yes,no,cdc_1142,cdc_0708,NA,tvcc_0020,no,3.859132,27.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0058,9,fp_0295,nframe,nframe_07347,data/images/nframe_07347.npy,7347,nframe_07356,data/images/nframe_07356.npy,7356,9,no,no,yes,no,cdc_1142,cdc_0708,NA,tvcc_0020,no,3.907326,27.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0058,10,fp_0303,nframe,nframe_07346,data/images/nframe_07346.npy,7346,nframe_07356,data/images/nframe_07356.npy,7356,10,no,no,yes,no,cdc_1142,cdc_0708,NA,tvcc_0020,no,3.924861,27.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
