cluster_id,cluster_pair_order,pair_id,family,validation_sample_id,validation_relative_path,validation_numeric_id,nearest_train_sample_id,nearest_train_relative_path,train_numeric_id,id_distance,pair_is_original_candidate_graph_edge,endpoints_in_same_reviewed_component,one_or_more_endpoint_in_reviewed_component,neither_endpoint_in_reviewed_component,validation_cdc_component_id,train_cdc_component_id,validation_reviewed_41_component_ids,train_reviewed_41_component_ids,exact_decoded_rgb_match,resized_rgb_mae,resized_rgb_absdiff_p95,diagnostic_rule,capture_order_claim,selection_basis
fpc_0016,1,fp_0016,frame,frame_01220,data/images/frame_01220.npy,1220,frame_01221,data/images/frame_01221.npy,1221,1,no,no,yes,no,cdc_0133,cdc_0131,NA,tvcc_0010,no,9.191979,40.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0016,2,fp_0017,frame,frame_01222,data/images/frame_01222.npy,1222,frame_01221,data/images/frame_01221.npy,1221,1,no,no,yes,no,NA,cdc_0131,NA,tvcc_0010,no,9.464896,43.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0016,3,fp_0030,frame,frame_01219,data/images/frame_01219.npy,1219,frame_01221,data/images/frame_01221.npy,1221,2,no,no,yes,no,cdc_0133,cdc_0131,NA,tvcc_0010,no,9.505468,41.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0016,4,fp_0031,frame,frame_01223,data/images/frame_01223.npy,1223,frame_01221,data/images/frame_01221.npy,1221,2,no,no,yes,no,cdc_0134,cdc_0131,NA,tvcc_0010,no,12.518473,60.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0016,5,fp_0040,frame,frame_01218,data/images/frame_01218.npy,1218,frame_01221,data/images/frame_01221.npy,1221,3,no,no,yes,no,cdc_0132,cdc_0131,NA,tvcc_0010,no,11.009357,51.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0016,6,fp_0041,frame,frame_01224,data/images/frame_01224.npy,1224,frame_01221,data/images/frame_01221.npy,1221,3,no,no,yes,no,cdc_0134,cdc_0131,NA,tvcc_0010,no,13.763871,67.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0016,7,fp_0050,frame,frame_01217,data/images/frame_01217.npy,1217,frame_01221,data/images/frame_01221.npy,1221,4,no,no,yes,no,cdc_0132,cdc_0131,NA,tvcc_0010,no,12.327830,59.050000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0016,8,fp_0051,frame,frame_01225,data/images/frame_01225.npy,1225,frame_01221,data/images/frame_01221.npy,1221,4,no,no,yes,no,cdc_0134,cdc_0131,NA,tvcc_0010,no,15.089427,72.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0016,9,fp_0059,frame,frame_01216,data/images/frame_01216.npy,1216,frame_01221,data/images/frame_01221.npy,1221,5,no,no,yes,no,NA,cdc_0131,NA,tvcc_0010,no,14.584375,70.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0016,10,fp_0060,frame,frame_01226,data/images/frame_01226.npy,1226,frame_01221,data/images/frame_01221.npy,1221,5,no,no,yes,no,cdc_0134,cdc_0131,NA,tvcc_0010,no,16.897900,78.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
