cluster_id,cluster_pair_order,pair_id,family,validation_sample_id,validation_relative_path,validation_numeric_id,nearest_train_sample_id,nearest_train_relative_path,train_numeric_id,id_distance,pair_is_original_candidate_graph_edge,endpoints_in_same_reviewed_component,one_or_more_endpoint_in_reviewed_component,neither_endpoint_in_reviewed_component,validation_cdc_component_id,train_cdc_component_id,validation_reviewed_41_component_ids,train_reviewed_41_component_ids,exact_decoded_rgb_match,resized_rgb_mae,resized_rgb_absdiff_p95,diagnostic_rule,capture_order_claim,selection_basis
fpc_0048,1,fp_0147,nframe,nframe_04764,data/images/nframe_04764.npy,4764,nframe_04763,data/images/nframe_04763.npy,4763,1,no,no,yes,no,cdc_0946,cdc_0509,tvcc_0029,tvcc_0013,no,3.293038,16.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0048,2,fp_0193,nframe,nframe_04765,data/images/nframe_04765.npy,4765,nframe_04763,data/images/nframe_04763.npy,4763,2,no,no,yes,no,cdc_0946,cdc_0509,tvcc_0029,tvcc_0013,no,3.293038,16.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0048,3,fp_0219,nframe,nframe_04766,data/images/nframe_04766.npy,4766,nframe_04763,data/images/nframe_04763.npy,4763,3,no,no,yes,no,NA,cdc_0509,NA,tvcc_0013,no,4.669375,23.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0048,4,fp_0237,nframe,nframe_04767,data/images/nframe_04767.npy,4767,nframe_04763,data/images/nframe_04763.npy,4763,4,no,no,yes,no,NA,cdc_0509,NA,tvcc_0013,no,5.097136,24.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0048,5,fp_0254,nframe,nframe_04768,data/images/nframe_04768.npy,4768,nframe_04763,data/images/nframe_04763.npy,4763,5,no,no,yes,no,NA,cdc_0509,NA,tvcc_0013,no,6.696250,30.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0048,6,fp_0310,nframe,nframe_04774,data/images/nframe_04774.npy,4774,nframe_04763,data/images/nframe_04763.npy,4763,11,no,no,yes,no,NA,cdc_0509,NA,tvcc_0013,no,7.919757,34.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0048,7,fp_0319,nframe,nframe_04775,data/images/nframe_04775.npy,4775,nframe_04763,data/images/nframe_04763.npy,4763,12,no,no,yes,no,NA,cdc_0509,NA,tvcc_0013,no,8.754791,37.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0048,8,fp_0328,nframe,nframe_04776,data/images/nframe_04776.npy,4776,nframe_04763,data/images/nframe_04763.npy,4763,13,no,no,yes,no,NA,cdc_0509,NA,tvcc_0013,no,8.827830,38.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0048,9,fp_0336,nframe,nframe_04777,data/images/nframe_04777.npy,4777,nframe_04763,data/images/nframe_04763.npy,4763,14,no,no,yes,no,NA,cdc_0509,NA,tvcc_0013,no,8.818664,38.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0048,10,fp_0344,nframe,nframe_04778,data/images/nframe_04778.npy,4778,nframe_04763,data/images/nframe_04763.npy,4763,15,no,no,yes,no,NA,cdc_0509,NA,tvcc_0013,no,8.729514,38.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
