cluster_id,cluster_pair_order,pair_id,family,validation_sample_id,validation_relative_path,validation_numeric_id,nearest_train_sample_id,nearest_train_relative_path,train_numeric_id,id_distance,pair_is_original_candidate_graph_edge,endpoints_in_same_reviewed_component,one_or_more_endpoint_in_reviewed_component,neither_endpoint_in_reviewed_component,validation_cdc_component_id,train_cdc_component_id,validation_reviewed_41_component_ids,train_reviewed_41_component_ids,exact_decoded_rgb_match,resized_rgb_mae,resized_rgb_absdiff_p95,diagnostic_rule,capture_order_claim,selection_basis
fpc_0024,1,fp_0122,nframe,nframe_01206,data/images/nframe_01206.npy,1206,nframe_01207,data/images/nframe_01207.npy,1207,1,no,no,yes,no,cdc_0519,cdc_0521,tvcc_0017,NA,no,1.237639,4.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0024,2,fp_0178,nframe,nframe_01205,data/images/nframe_01205.npy,1205,nframe_01207,data/images/nframe_01207.npy,1207,2,no,no,yes,no,cdc_0519,cdc_0521,tvcc_0017,NA,no,2.004132,7.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0024,3,fp_0208,nframe,nframe_01204,data/images/nframe_01204.npy,1204,nframe_01207,data/images/nframe_01207.npy,1207,3,no,no,yes,no,cdc_0519,cdc_0521,tvcc_0017,NA,no,2.405000,8.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0024,4,fp_0228,nframe,nframe_01203,data/images/nframe_01203.npy,1203,nframe_01207,data/images/nframe_01207.npy,1207,4,no,no,yes,no,cdc_0519,cdc_0521,tvcc_0017,NA,no,2.665729,9.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0024,5,fp_0246,nframe,nframe_01202,data/images/nframe_01202.npy,1202,nframe_01207,data/images/nframe_01207.npy,1207,5,no,no,yes,no,cdc_0519,cdc_0521,tvcc_0017,NA,no,2.812153,10.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0024,6,fp_0263,nframe,nframe_01201,data/images/nframe_01201.npy,1201,nframe_01207,data/images/nframe_01207.npy,1207,6,no,no,yes,no,cdc_0519,cdc_0521,tvcc_0017,NA,no,2.932205,10.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0024,7,fp_0274,nframe,nframe_01200,data/images/nframe_01200.npy,1200,nframe_01207,data/images/nframe_01207.npy,1207,7,no,no,yes,no,cdc_0519,cdc_0521,tvcc_0017,NA,no,3.072882,10.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0024,8,fp_0283,nframe,nframe_01199,data/images/nframe_01199.npy,1199,nframe_01207,data/images/nframe_01207.npy,1207,8,no,no,yes,no,cdc_0519,cdc_0521,tvcc_0017,NA,no,3.072882,10.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0024,9,fp_0290,nframe,nframe_01198,data/images/nframe_01198.npy,1198,nframe_01207,data/images/nframe_01207.npy,1207,9,no,no,yes,no,cdc_0519,cdc_0521,tvcc_0017,NA,no,3.162135,11.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0024,10,fp_0297,nframe,nframe_01197,data/images/nframe_01197.npy,1197,nframe_01207,data/images/nframe_01207.npy,1207,10,no,no,yes,no,cdc_0519,cdc_0521,tvcc_0017,NA,no,3.147847,11.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
