cluster_id,cluster_pair_order,pair_id,family,validation_sample_id,validation_relative_path,validation_numeric_id,nearest_train_sample_id,nearest_train_relative_path,train_numeric_id,id_distance,pair_is_original_candidate_graph_edge,endpoints_in_same_reviewed_component,one_or_more_endpoint_in_reviewed_component,neither_endpoint_in_reviewed_component,validation_cdc_component_id,train_cdc_component_id,validation_reviewed_41_component_ids,train_reviewed_41_component_ids,exact_decoded_rgb_match,resized_rgb_mae,resized_rgb_absdiff_p95,diagnostic_rule,capture_order_claim,selection_basis
fpc_0043,1,fp_0142,nframe,nframe_03421,data/images/nframe_03421.npy,3421,nframe_03420,data/images/nframe_03420.npy,3420,1,no,no,yes,no,cdc_0803,NA,tvcc_0024,NA,no,7.709566,30.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0043,2,fp_0189,nframe,nframe_03422,data/images/nframe_03422.npy,3422,nframe_03420,data/images/nframe_03420.npy,3420,2,no,no,yes,no,cdc_0803,NA,tvcc_0024,NA,no,7.762431,30.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0043,3,fp_0215,nframe,nframe_03423,data/images/nframe_03423.npy,3423,nframe_03420,data/images/nframe_03420.npy,3420,3,no,no,yes,no,cdc_0803,NA,tvcc_0024,NA,no,8.002431,30.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0043,4,fp_0233,nframe,nframe_03424,data/images/nframe_03424.npy,3424,nframe_03420,data/images/nframe_03420.npy,3420,4,no,no,yes,no,cdc_0803,NA,tvcc_0024,NA,no,8.928820,33.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0043,5,fp_0250,nframe,nframe_03425,data/images/nframe_03425.npy,3425,nframe_03420,data/images/nframe_03420.npy,3420,5,no,no,yes,no,cdc_0803,NA,tvcc_0024,NA,no,10.462344,37.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0043,6,fp_0264,nframe,nframe_03426,data/images/nframe_03426.npy,3426,nframe_03420,data/images/nframe_03420.npy,3420,6,no,no,no,yes,cdc_0803,NA,NA,NA,no,11.034184,38.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0043,7,fp_0275,nframe,nframe_03427,data/images/nframe_03427.npy,3427,nframe_03420,data/images/nframe_03420.npy,3420,7,no,no,no,yes,cdc_0803,NA,NA,NA,no,10.954496,38.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0043,8,fp_0284,nframe,nframe_03428,data/images/nframe_03428.npy,3428,nframe_03420,data/images/nframe_03420.npy,3420,8,no,no,no,yes,cdc_0803,NA,NA,NA,no,11.013473,38.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0043,9,fp_0291,nframe,nframe_03429,data/images/nframe_03429.npy,3429,nframe_03420,data/images/nframe_03420.npy,3420,9,no,no,yes,no,cdc_0803,NA,tvcc_0024,NA,no,10.297309,37.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0043,10,fp_0298,nframe,nframe_03430,data/images/nframe_03430.npy,3430,nframe_03420,data/images/nframe_03420.npy,3420,10,no,no,yes,no,cdc_0803,NA,tvcc_0024,NA,no,10.086979,37.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
