cluster_id,cluster_pair_order,pair_id,family,validation_sample_id,validation_relative_path,validation_numeric_id,nearest_train_sample_id,nearest_train_relative_path,train_numeric_id,id_distance,pair_is_original_candidate_graph_edge,endpoints_in_same_reviewed_component,one_or_more_endpoint_in_reviewed_component,neither_endpoint_in_reviewed_component,validation_cdc_component_id,train_cdc_component_id,validation_reviewed_41_component_ids,train_reviewed_41_component_ids,exact_decoded_rgb_match,resized_rgb_mae,resized_rgb_absdiff_p95,diagnostic_rule,capture_order_claim,selection_basis
fpc_0055,1,fp_0154,nframe,nframe_06809,data/images/nframe_06809.npy,6809,nframe_06810,data/images/nframe_06810.npy,6810,1,no,no,yes,no,NA,cdc_1097,NA,tvcc_0034,no,1.113733,3.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0055,2,fp_0194,nframe,nframe_06808,data/images/nframe_06808.npy,6808,nframe_06810,data/images/nframe_06810.npy,6810,2,no,no,yes,no,NA,cdc_1097,NA,tvcc_0034,no,1.708542,5.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0055,3,fp_0220,nframe,nframe_06807,data/images/nframe_06807.npy,6807,nframe_06810,data/images/nframe_06810.npy,6810,3,no,no,yes,no,NA,cdc_1097,NA,tvcc_0034,no,2.085799,7.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0055,4,fp_0238,nframe,nframe_06806,data/images/nframe_06806.npy,6806,nframe_06810,data/images/nframe_06810.npy,6810,4,no,no,yes,no,NA,cdc_1097,NA,tvcc_0034,no,2.286094,9.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0055,5,fp_0255,nframe,nframe_06805,data/images/nframe_06805.npy,6805,nframe_06810,data/images/nframe_06810.npy,6810,5,no,no,yes,no,NA,cdc_1097,NA,tvcc_0034,no,2.490451,10.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0055,6,fp_0268,nframe,nframe_06804,data/images/nframe_06804.npy,6804,nframe_06810,data/images/nframe_06810.npy,6810,6,no,no,yes,no,NA,cdc_1097,NA,tvcc_0034,no,2.713455,11.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0055,7,fp_0279,nframe,nframe_06803,data/images/nframe_06803.npy,6803,nframe_06810,data/images/nframe_06810.npy,6810,7,no,no,yes,no,NA,cdc_1097,NA,tvcc_0034,no,2.950017,13.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0055,8,fp_0302,nframe,nframe_06800,data/images/nframe_06800.npy,6800,nframe_06810,data/images/nframe_06810.npy,6810,10,no,no,yes,no,NA,cdc_1097,NA,tvcc_0034,no,2.664271,12.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0055,9,fp_0311,nframe,nframe_06799,data/images/nframe_06799.npy,6799,nframe_06810,data/images/nframe_06810.npy,6810,11,no,no,yes,no,NA,cdc_1097,NA,tvcc_0034,no,2.682969,13.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0055,10,fp_0320,nframe,nframe_06798,data/images/nframe_06798.npy,6798,nframe_06810,data/images/nframe_06810.npy,6810,12,no,no,yes,no,cdc_1096,cdc_1097,NA,tvcc_0034,no,3.139983,14.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
