cluster_id,cluster_pair_order,pair_id,family,validation_sample_id,validation_relative_path,validation_numeric_id,nearest_train_sample_id,nearest_train_relative_path,train_numeric_id,id_distance,pair_is_original_candidate_graph_edge,endpoints_in_same_reviewed_component,one_or_more_endpoint_in_reviewed_component,neither_endpoint_in_reviewed_component,validation_cdc_component_id,train_cdc_component_id,validation_reviewed_41_component_ids,train_reviewed_41_component_ids,exact_decoded_rgb_match,resized_rgb_mae,resized_rgb_absdiff_p95,diagnostic_rule,capture_order_claim,selection_basis
fpc_0007,1,fp_0007,frame,frame_00933,data/images/frame_00933.npy,933,frame_00932,data/images/frame_00932.npy,932,1,no,no,yes,no,cdc_0101,NA,tvcc_0003,NA,no,23.474253,94.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0007,2,fp_0026,frame,frame_00934,data/images/frame_00934.npy,934,frame_00932,data/images/frame_00932.npy,932,2,no,no,yes,no,cdc_0101,NA,tvcc_0003,NA,no,30.067032,112.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0007,3,fp_0039,frame,frame_00935,data/images/frame_00935.npy,935,frame_00932,data/images/frame_00932.npy,932,3,no,no,yes,no,cdc_0101,NA,tvcc_0003,NA,no,32.258663,116.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0007,4,fp_0049,frame,frame_00936,data/images/frame_00936.npy,936,frame_00932,data/images/frame_00932.npy,932,4,no,no,yes,no,cdc_0101,NA,tvcc_0003,NA,no,35.446701,122.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0007,5,fp_0058,frame,frame_00937,data/images/frame_00937.npy,937,frame_00932,data/images/frame_00932.npy,932,5,no,no,no,yes,cdc_0101,NA,NA,NA,no,35.838455,120.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0007,6,fp_0066,frame,frame_00938,data/images/frame_00938.npy,938,frame_00932,data/images/frame_00932.npy,932,6,no,no,yes,no,cdc_0101,NA,tvcc_0003,NA,no,37.055695,120.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0007,7,fp_0071,frame,frame_00939,data/images/frame_00939.npy,939,frame_00932,data/images/frame_00932.npy,932,7,no,no,yes,no,cdc_0101,NA,tvcc_0003,NA,no,36.303421,121.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0007,8,fp_0076,frame,frame_00940,data/images/frame_00940.npy,940,frame_00932,data/images/frame_00932.npy,932,8,no,no,yes,no,cdc_0101,NA,tvcc_0003,NA,no,24.709080,99.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0007,9,fp_0081,frame,frame_00941,data/images/frame_00941.npy,941,frame_00932,data/images/frame_00932.npy,932,9,no,no,yes,no,cdc_0101,NA,tvcc_0003,NA,no,29.760365,115.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
fpc_0007,10,fp_0086,frame,frame_00942,data/images/frame_00942.npy,942,frame_00932,data/images/frame_00932.npy,932,10,no,no,yes,no,cdc_0101,NA,tvcc_0003,NA,no,31.590208,119.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only
